Only identified by site	Reverse	Potential contaminant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides V-Day1-1	Peptides V-Day1-2	Peptides V-Day1-3	Peptides V-Day2-1	Peptides V-Day2-2	Peptides V-Day2-3	Peptides V-Mock1	Peptides V-Mock2	Peptides V-Mock3	Razor + unique peptides V-Day1-1	Razor + unique peptides V-Day1-2	Razor + unique peptides V-Day1-3	Razor + unique peptides V-Day2-1	Razor + unique peptides V-Day2-2	Razor + unique peptides V-Day2-3	Razor + unique peptides V-Mock1	Razor + unique peptides V-Mock2	Razor + unique peptides V-Mock3	Unique peptides V-Day1-1	Unique peptides V-Day1-2	Unique peptides V-Day1-3	Unique peptides V-Day2-1	Unique peptides V-Day2-2	Unique peptides V-Day2-3	Unique peptides V-Mock1	Unique peptides V-Mock2	Unique peptides V-Mock3	Sequence length	Sequence lengths	Intensity V-Day1-1	Intensity V-Day1-2	Intensity V-Day1-3	Intensity V-Day2-1	Intensity V-Day2-2	Intensity V-Day2-3	Intensity V-Mock1	Intensity V-Mock2	Intensity V-Mock3	LFQ intensity V-Day1-1	LFQ intensity V-Day1-2	LFQ intensity V-Day1-3	LFQ intensity V-Day2-1	LFQ intensity V-Day2-2	LFQ intensity V-Day2-3	LFQ intensity V-Mock1	LFQ intensity V-Mock2	LFQ intensity V-Mock3	Protein IDs	Majority protein IDs
			2	2	2	0.9	0.9	0.9	267.28	0	13.902	1600200	2	2	2	2	NaN	1	0	1	1	0	1	0	0	1	0	0	1	1	0	1	0	0	1	0	0	1	1	0	1	0	0	1	0	2363	2363	0	463880	629640	0	486820	0	0	19891	0	11.5578452286462	13.5513477831178	11.7558473097265	10.2238433998389	10.383619027576	11.118198001523	11.8475471821701	13.4329333166351	12.8084574922078	tr|A0A0D9RLG8|A0A0D9RLG8_CHLSB	tr|A0A0D9RLG8|A0A0D9RLG8_CHLSB
			2	2	2	5.5	5.5	5.5	85.648	0	14.777	1254800	2	2	2	2	NaN	1	0	0	1	0	2	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	2	0	0	0	0	781	781	0	0	55646	0	1199200	0	0	0	0	11.633537263578	9.27643039227655	13.9183974160052	10.2353617304511	12.649997097695	9.72874546396283	14.9467275954416	13.085845935256	11.2855187783521	tr|A0A0D9RLH2|A0A0D9RLH2_CHLSB	tr|A0A0D9RLH2|A0A0D9RLH2_CHLSB
			2	2	2	5.4	5.4	5.4	42.754	0.0019139	11.492	0	2	NaN	NaN	NaN	NaN	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	387	NaN	0	0	0	0	0	0	0	0	0	13.446187502254	10.7607265122585	9.86704468758874	10.8944259312087	9.2788981869889	11.3770230370393	11.9045123194349	12.2256388245864	12.6928780245643	tr|A0A0D9RLI2|A0A0D9RLI2_CHLSB;tr|A0A0D9RNZ6|A0A0D9RNZ6_CHLSB	tr|A0A0D9RLI2|A0A0D9RLI2_CHLSB;tr|A0A0D9RNZ6|A0A0D9RNZ6_CHLSB
			13	13	13	49.2	49.2	49.2	36.112	0	295.42	85037000	40	13	13	13	NaN	1	2	3	11	8	6	9	0	0	0	2	3	11	8	6	9	0	0	0	2	3	11	8	6	9	0	0	0	315	315	116320	3658200	24595000	3856800	21990000	30821000	0	0	0	14.8089641749193	16.6816776552097	17.6627518108964	16.3930384559102	16.8894088960304	18.2240205219931	12.1804091186515	13.2899585138806	11.0308007836563	tr|A0A0D9RLK1|A0A0D9RLK1_CHLSB	tr|A0A0D9RLK1|A0A0D9RLK1_CHLSB
			7	7	7	6.9	6.9	6.9	111.58	0	49.68	9354100	9	7	7	7	NaN	1	0	4	4	1	6	0	0	0	0	0	4	4	1	6	0	0	0	0	0	4	4	1	6	0	0	0	0	994	994	0	1198400	2045800	346160	5763600	0	0	0	0	12.2229939538168	15.4953866244715	16.5234241240722	14.9090961571135	15.4007460448493	11.3622371251644	10.9899645131828	12.1168190114842	12.7826186880111	tr|A0A0D9RLM4|A0A0D9RLM4_CHLSB	tr|A0A0D9RLM4|A0A0D9RLM4_CHLSB
			6	6	6	12.6	12.6	12.6	80.46	0	40.558	7406600	13	6	6	6	NaN	1	0	1	2	3	6	1	0	0	0	0	1	2	3	6	1	0	0	0	0	1	2	3	6	1	0	0	0	715	715	0	377750	556190	710540	4981400	780740	0	0	0	11.5380295581695	14.1225853687386	14.8599714888284	14.7175157815102	15.7212594317745	14.2396731083306	12.267197561848	11.1979868969409	12.7461501550653	tr|A0A0D9RLN0|A0A0D9RLN0_CHLSB	tr|A0A0D9RLN0|A0A0D9RLN0_CHLSB
			2	2	2	13.8	13.8	13.8	28.768	0	14.143	7186900	7	2	2	2	NaN	1	0	1	1	2	2	2	0	0	0	0	1	1	2	2	2	0	0	0	0	1	1	2	2	2	0	0	0	261	261	0	106230	852890	589180	2976800	2661800	0	0	0	11.5975549570969	12.3191922716778	13.1117388411053	13.8962377854452	13.6763978870448	14.5426087159396	10.6161468918999	13.2897182653844	11.9875442585256	tr|A0A0D9RLR8|A0A0D9RLR8_CHLSB	tr|A0A0D9RLR8|A0A0D9RLR8_CHLSB
			2	2	2	4.8	4.8	4.8	60.696	0	12.876	3399300	2	2	2	2	NaN	1	0	1	0	0	2	1	0	0	0	0	1	0	0	2	1	0	0	0	0	1	0	0	2	1	0	0	0	538	538	0	63637	0	0	2581300	754450	0	0	0	12.0536761289055	11.6469186640089	11.0383702911154	12.6468663767954	12.3660762793574	13.5916392160301	12.6273563412756	10.2946128089609	11.5496845340179	tr|A0A0D9RLS2|A0A0D9RLS2_CHLSB	tr|A0A0D9RLS2|A0A0D9RLS2_CHLSB
			7	3	3	9.5	4	4	73.652	0	17.028	9957600	5	7	3	3	NaN	1	0	5	3	4	6	1	0	0	0	0	2	1	2	3	0	0	0	0	0	2	1	2	3	0	0	0	0	672	672	0	798380	2319300	962350	5877600	0	0	0	0	11.6032908533596	14.65832307304	15.2496690263343	15.2144709115359	14.9211900902045	10.3145848598531	13.9830845914428	11.1880001844864	12.0675012402811	tr|A0A0D9RLX5|A0A0D9RLX5_CHLSB	tr|A0A0D9RLX5|A0A0D9RLX5_CHLSB
			3	3	3	9.1	9.1	9.1	48.162	0	54.191	5911400	4	3	3	3	NaN	1	0	1	3	0	2	1	0	0	0	0	1	3	0	2	1	0	0	0	0	1	3	0	2	1	0	0	0	419	419	0	114720	2694700	0	1215900	1886100	0	0	0	12.2440723869601	12.3734633389642	13.8213753923725	9.9328429193169	13.46135154312	13.6482452182072	11.8283635716016	11.9194431586631	11.9987390073835	tr|A0A0D9RLZ6|A0A0D9RLZ6_CHLSB	tr|A0A0D9RLZ6|A0A0D9RLZ6_CHLSB
			5	5	5	9.8	9.8	9.8	70.614	0	34.664	9245200	9	5	5	5	NaN	1	1	2	0	1	5	0	0	0	0	1	2	0	1	5	0	0	0	0	1	2	0	1	5	0	0	0	0	620	620	55060	2229100	0	288010	6673000	0	0	0	0	13.909799350538	15.4110143803032	11.0309557772699	14.1560830762887	15.2552868032858	9.80036276883507	11.7232105691057	11.6779149410705	12.6659101075112	tr|A0A0D9RM27|A0A0D9RM27_CHLSB	tr|A0A0D9RM27|A0A0D9RM27_CHLSB
			9	9	8	15.7	15.7	14.2	60.453	0	102.31	51261000	31	9	9	8	NaN	1	2	7	8	4	3	4	0	0	0	2	7	8	4	3	4	0	0	0	1	6	7	3	2	3	0	0	0	548	548	510460	4877900	24462000	2858400	16391000	2161600	0	0	0	16.8811856729225	16.8024658779892	17.2668231345652	16.6001306940694	16.4284092475808	15.2268637169824	10.8651793792743	12.4390767713367	12.0855701340421	tr|A0A0D9RM49|A0A0D9RM49_CHLSB	tr|A0A0D9RM49|A0A0D9RM49_CHLSB
			1	1	1	7.1	7.1	7.1	19.063	0.0027372	8.7233	1405600	6	1	1	1	NaN	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	170	170	145450	0	146520	111530	107470	83185	426770	189630	194990	14.1885888457073	9.96167140964234	15.0103969776201	15.0836455268644	13.7244072671023	13.4578938373147	17.2841011259971	15.706037278624	16.7624079936986	tr|A0A0D9RM52|A0A0D9RM52_CHLSB	tr|A0A0D9RM52|A0A0D9RM52_CHLSB
			3	3	3	10.5	10.5	10.5	44.961	0	23.912	2962900	3	3	3	3	NaN	1	1	0	2	0	1	0	0	0	0	1	0	2	0	1	0	0	0	0	1	0	2	0	1	0	0	0	0	401	401	45057	0	2917800	0	0	0	0	0	0	10.6513208255964	10.7919666222094	14.1782758061477	12.3936905366872	11.3067030783945	10.6923432234778	11.7650406734539	12.8701876008295	12.002808429493	tr|A0A0D9RM61|A0A0D9RM61_CHLSB	tr|A0A0D9RM61|A0A0D9RM61_CHLSB
			1	1	1	1.3	1.3	1.3	79.719	0.0087789	6.4335	0	1	1	1	1	NaN	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	709	709	0	0	0	0	0	0	0	0	0	11.4729283005365	9.45549782882704	10.3916020703134	10.6841370327752	10.5114793816174	10.6986754352251	11.9152853310032	13.3664812327315	11.5651259675606	tr|A0A0D9RM90|A0A0D9RM90_CHLSB	tr|A0A0D9RM90|A0A0D9RM90_CHLSB
			2	2	2	3.5	3.5	3.5	104.74	0	27.891	1419700	2	2	2	2	NaN	1	0	0	0	1	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	2	0	0	0	0	933	933	0	0	0	85513	1334200	0	0	0	0	11.0877098437768	12.3166993296496	10.291389759281	11.6307676579188	13.0166342068368	11.2217622930927	12.8105856080334	12.8022131848338	12.5659714060811	tr|A0A0D9RM92|A0A0D9RM92_CHLSB	tr|A0A0D9RM92|A0A0D9RM92_CHLSB
			2	2	2	2.3	2.3	2.3	152.73	0.0019029	11.353	1788800	2	2	2	2	NaN	1	0	1	1	0	2	0	0	0	0	0	1	1	0	2	0	0	0	0	0	1	1	0	2	0	0	0	0	1360	1360	0	26204	84641	0	1678000	0	0	0	0	13.2195647358958	14.5370970381797	13.9861086828747	11.0287318393805	14.5426691670108	10.2363807537244	11.8481667250646	12.30533844486	11.8622594918269	tr|A0A0D9RMA6|A0A0D9RMA6_CHLSB	tr|A0A0D9RMA6|A0A0D9RMA6_CHLSB
			5	5	5	30.2	30.2	30.2	24.878	0	74.22	27795000	18	NaN	NaN	NaN	NaN	2	2	3	4	3	1	2	1	1	0	2	3	4	3	1	2	1	1	0	2	3	4	3	1	2	1	1	0	212	NaN	265980	1618500	12612000	2038900	6249300	4843400	62706	104270	0	17.2550654631441	15.1641605662442	15.7939334657864	15.4879028238494	15.0739323371138	15.800040415544	15.5103314922956	16.2082343583398	12.5919532864046	tr|A0A0D9RMB4|A0A0D9RMB4_CHLSB;tr|A0A0D9QUU0|A0A0D9QUU0_CHLSB	tr|A0A0D9RMB4|A0A0D9RMB4_CHLSB;tr|A0A0D9QUU0|A0A0D9QUU0_CHLSB
			3	3	3	12.6	12.6	12.6	35.575	0	23.057	0	3	NaN	NaN	NaN	NaN	3	0	0	0	0	2	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	2	1	0	0	0	309	NaN	0	0	0	0	0	0	0	0	0	12.1492484420904	10.6674946042378	10.3732060566646	9.27131520882107	10.4106702953835	11.8752878361491	12.0125803866846	12.5419880853559	12.1575800303553	tr|A0A0D9RTG3|A0A0D9RTG3_CHLSB;tr|A0A0D9RMF0|A0A0D9RMF0_CHLSB;tr|A0A0D9R1H7|A0A0D9R1H7_CHLSB	tr|A0A0D9RTG3|A0A0D9RTG3_CHLSB;tr|A0A0D9RMF0|A0A0D9RMF0_CHLSB
			24	22	22	42.8	41.1	41.1	72.332	0	323.31	78399000	55	24	22	22	NaN	1	5	6	7	17	24	14	4	7	3	4	4	5	15	22	12	2	5	3	4	4	5	15	22	12	2	5	3	654	654	185520	327020	1536500	5574800	55642000	14640000	152220	256990	84594	17.3691372298529	13.6803595235137	14.5988085534525	17.9112866470351	18.5564087580876	16.6658077807372	17.6192742938341	18.7431711216118	16.1232120693204	tr|A0A0D9RMF3|A0A0D9RMF3_CHLSB	tr|A0A0D9RMF3|A0A0D9RMF3_CHLSB
			14	14	11	41.3	41.3	32.8	50.681	0	173.3	122770000	42	14	14	11	NaN	1	0	8	12	8	9	10	0	0	0	0	8	12	8	9	10	0	0	0	0	7	9	6	7	8	0	0	0	445	445	0	2141800	35404000	4752600	41664000	38805000	0	0	0	11.0866209592145	16.758249244642	17.6844199009334	17.5068034377956	17.5011374325042	18.4247239915912	12.0049383888007	13.0610792109721	13.9772033014511	tr|A0A0D9RMH4|A0A0D9RMH4_CHLSB	tr|A0A0D9RMH4|A0A0D9RMH4_CHLSB
			11	9	9	14.5	11.9	11.9	94.342	0	70.858	14414000	16	NaN	NaN	NaN	NaN	2	0	0	5	4	11	5	0	0	0	0	0	3	3	9	3	0	0	0	0	0	3	3	9	3	0	0	0	840	NaN	0	0	85408	688250	11166000	2473500	0	0	0	11.0336653738108	8.95942452979668	14.6668897084403	15.6189589788496	15.8015315472193	15.2287811198233	13.261779185914	12.5606237693606	10.823051612318	tr|A0A0D9RMI8|A0A0D9RMI8_CHLSB;tr|A0A0D9S0P8|A0A0D9S0P8_CHLSB	tr|A0A0D9RMI8|A0A0D9RMI8_CHLSB
			8	8	7	31.4	31.4	28.1	41.389	0	128.73	39730000	34	8	8	7	NaN	1	2	5	6	7	6	6	0	0	0	2	5	6	7	6	6	0	0	0	1	5	6	6	5	5	0	0	0	360	360	154940	919870	7580200	1639400	11743000	17693000	0	0	0	14.4713576849441	15.0940364369395	15.4663632890007	15.4455322190283	16.1362501953306	16.9189330974943	13.0946591875998	13.3397379648068	12.3471677172662	tr|A0A0D9RMI9|A0A0D9RMI9_CHLSB	tr|A0A0D9RMI9|A0A0D9RMI9_CHLSB
			9	9	9	14	14	14	118.09	0	123.05	18544000	15	9	9	9	NaN	1	0	1	1	4	9	0	0	0	1	0	1	1	4	9	0	0	0	1	0	1	1	4	9	0	0	0	1	1058	1058	0	36433	151480	1131200	17195000	0	0	0	29635	11.3463275523215	13.8968999844199	14.5863120477821	16.5881436509888	17.0001981104109	11.4980147689037	12.7042411342904	11.3875189380963	15.6482452182072	tr|A0A0D9RMJ4|A0A0D9RMJ4_CHLSB	tr|A0A0D9RMJ4|A0A0D9RMJ4_CHLSB
			3	3	3	6.8	6.8	6.8	110.33	0	26.657	4023500	4	3	3	3	NaN	1	0	1	2	0	2	0	0	0	0	0	1	2	0	2	0	0	0	0	0	1	2	0	2	0	0	0	0	995	995	0	102260	1705500	0	2215700	0	0	0	0	11.7048377702227	14.8818309227921	14.5974706509741	11.4721774401818	13.6741922681457	10.6958478124231	11.5611083741034	12.2266764989542	11.1395985341627	tr|A0A0D9RMK2|A0A0D9RMK2_CHLSB	tr|A0A0D9RMK2|A0A0D9RMK2_CHLSB
			3	3	3	4	4	4	100.21	0	20.023	3602500	5	3	3	3	NaN	1	0	0	1	3	3	2	0	0	0	0	0	1	3	3	2	0	0	0	0	0	1	3	3	2	0	0	0	908	908	0	0	21541	430050	2233400	917540	0	0	0	11.7783631880678	9.41498382416233	13.4225904338926	15.099142307071	14.0017600283272	14.5208028112971	12.8137647099072	12.2736728018308	11.7556552082657	tr|A0A0D9RML4|A0A0D9RML4_CHLSB	tr|A0A0D9RML4|A0A0D9RML4_CHLSB
			28	28	26	26.1	26.1	24.7	172.17	0	265.92	100880000	68	28	28	26	NaN	1	0	8	19	9	22	11	0	0	0	0	8	19	9	22	11	0	0	0	0	8	17	8	20	9	0	0	0	1565	1565	0	7928200	39453000	2531300	44527000	6444300	0	0	0	11.8255325044784	19.0809059865469	19.1674671495865	18.2582899816441	18.5943027323716	18.024696007291	12.4131566101917	13.2203060297705	12.3949942361596	tr|A0A0D9RMM1|A0A0D9RMM1_CHLSB	tr|A0A0D9RMM1|A0A0D9RMM1_CHLSB
			1	1	1	3.3	3.3	3.3	55.756	0	50.377	0	1	1	1	1	NaN	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	483	483	0	0	0	0	0	0	0	0	0	13.1940218894843	11.8888468793774	9.42564403327007	11.7639653161393	11.3497035720803	11.978222026237	11.7272326752046	12.1421465579929	11.6709304546387	tr|A0A0D9RMM2|A0A0D9RMM2_CHLSB	tr|A0A0D9RMM2|A0A0D9RMM2_CHLSB
			2	2	2	3.7	3.7	3.7	65.185	0.0019743	12.061	271210	3	2	2	2	NaN	1	0	1	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	563	563	0	0	27290	0	243920	0	0	0	0	12.2271848842301	10.6486042228101	12.3165643853969	10.4616023947276	10.5651020783603	9.74282482971857	12.3501649574964	12.5151568418993	12.8387654249883	tr|A0A0D9RMN2|A0A0D9RMN2_CHLSB	tr|A0A0D9RMN2|A0A0D9RMN2_CHLSB
			5	5	5	43	43	43	17.832	0	54.168	12683000	14	NaN	NaN	NaN	NaN	5	0	0	2	3	4	4	0	1	0	0	0	2	3	4	4	0	1	0	0	0	2	3	4	4	0	1	0	165	NaN	0	0	3552100	1334900	3800700	3961500	0	33342	0	11.3251214637387	9.41896093755415	15.2902348893182	15.2111278206257	14.42737832445	15.3471022703553	12.2942471841788	15.8521637176051	12.6612817408022	tr|A0A0D9SB72|A0A0D9SB72_CHLSB;tr|A0A0D9RMP0|A0A0D9RMP0_CHLSB;tr|A0A0D9SA74|A0A0D9SA74_CHLSB;tr|A0A0D9S8Q6|A0A0D9S8Q6_CHLSB;tr|A0A0D9SD74|A0A0D9SD74_CHLSB	tr|A0A0D9SB72|A0A0D9SB72_CHLSB;tr|A0A0D9RMP0|A0A0D9RMP0_CHLSB
			11	11	11	23.7	23.7	23.7	77.237	0	85.891	24735000	26	11	11	11	NaN	1	0	2	4	7	9	8	0	0	0	0	2	4	7	9	8	0	0	0	0	2	4	7	9	8	0	0	0	687	687	0	211230	564700	3285000	15049000	5625400	0	0	0	10.9823006405836	13.5081661655986	15.0229312557386	17.0455890392973	17.2269389572777	17.3547487005625	12.1128350850372	11.7567891528017	10.937634905755	tr|A0A0D9RMQ2|A0A0D9RMQ2_CHLSB	tr|A0A0D9RMQ2|A0A0D9RMQ2_CHLSB
			1	1	1	1	1	1	130.96	0.0088424	6.5268	18283000	2	1	1	1	NaN	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1200	1200	0	0	10610000	0	0	7672900	0	0	0	11.1305971235142	9.17917034973398	16.2478348208688	11.1914657516886	10.4784361483143	16.7836633164922	11.7445028516232	13.0053470806764	11.756604905262	tr|A0A0D9RMQ6|A0A0D9RMQ6_CHLSB	tr|A0A0D9RMQ6|A0A0D9RMQ6_CHLSB
			18	7	7	43.8	19.8	19.8	36.34	0	302.24	363650000	43	18	7	7	NaN	1	2	10	14	14	16	14	1	2	3	0	3	5	5	6	6	0	0	0	0	3	5	5	6	6	0	0	0	333	333	0	8379700	92003000	14197000	119510000	129560000	0	0	0	11.5490675106515	18.1566953962928	19.7975507106639	19.4876594972732	19.3445776567773	20.3377786778557	9.56255699662645	10.9724474104235	10.9038744463787	tr|A0A0D9RMR7|A0A0D9RMR7_CHLSB	tr|A0A0D9RMR7|A0A0D9RMR7_CHLSB
			6	6	6	4.7	4.7	4.7	166.53	0	35.291	3632100	6	6	6	6	NaN	1	0	1	3	4	6	2	0	0	0	0	1	3	4	6	2	0	0	0	0	1	3	4	6	2	0	0	0	1504	1504	0	36123	151110	145120	3156500	143270	0	0	0	10.699215088725	13.8207773014191	14.6724805911832	14.6893974512719	15.0106155181099	14.4883422775325	13.3187699290375	13.3068942592982	11.5295496541865	tr|A0A0D9RMR8|A0A0D9RMR8_CHLSB	tr|A0A0D9RMR8|A0A0D9RMR8_CHLSB
			5	5	5	23.5	23.5	23.5	38.978	0	40.595	11656000	9	5	5	5	NaN	1	1	2	5	2	1	3	0	0	0	1	2	5	2	1	3	0	0	0	1	2	5	2	1	3	0	0	0	345	345	157620	387860	4678700	373430	1538800	4519800	0	0	0	14.9511936328595	13.5835529304665	14.7981173616759	13.6082548219779	13.5918729265508	15.0321749022938	13.3580663973373	12.7553486187565	11.2488215419011	tr|A0A0D9RMS2|A0A0D9RMS2_CHLSB	tr|A0A0D9RMS2|A0A0D9RMS2_CHLSB
			2	2	2	5	5	5	63.345	0	12.746	805870	2	2	2	2	NaN	1	0	0	0	1	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	2	0	0	0	0	562	562	0	0	0	111250	694620	0	0	0	0	13.1749006589801	11.5354685055091	10.6511909168628	12.5626478866785	11.2229759829312	11.5160360001284	13.4171641340891	12.0801135121591	11.6225949014129	tr|A0A0D9RMS5|A0A0D9RMS5_CHLSB	tr|A0A0D9RMS5|A0A0D9RMS5_CHLSB
			6	6	6	30.4	30.4	30.4	39.539	0	53.473	6131900	9	6	6	6	NaN	1	0	0	4	1	2	4	0	0	0	0	0	4	1	2	4	0	0	0	0	0	4	1	2	4	0	0	0	349	349	0	0	2878100	105850	1366300	1781600	0	0	0	11.9347665842249	9.9365209527959	13.4814210529319	13.1697684505181	13.8769964862207	13.1500645790815	13.2013199057172	12.2583042659292	12.6793479881642	tr|A0A0D9RMU2|A0A0D9RMU2_CHLSB	tr|A0A0D9RMU2|A0A0D9RMU2_CHLSB
			3	3	3	6.8	6.8	6.8	92.058	0	16.687	3705600	3	3	3	3	NaN	1	0	0	0	1	3	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	1	3	0	0	0	0	805	805	0	0	0	108110	3597500	0	0	0	0	11.796640256815	10.5007519057826	9.76186607576894	13.591756076023	13.7739633684336	10.5898800662522	14.0260315160357	12.152572216331	13.7622350806986	tr|A0A0D9RMV4|A0A0D9RMV4_CHLSB	tr|A0A0D9RMV4|A0A0D9RMV4_CHLSB
			1	1	1	1.4	1.4	1.4	153.87	0.0027881	10.722	519170	1	1	1	1	NaN	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1312	1312	0	0	0	0	519170	0	0	0	0	10.4888336495608	9.38669755444027	9.51504328176694	10.0073518384221	11.6549492347657	11.460460363179	12.5693538894035	13.1213403536977	12.3040759962784	tr|A0A0D9RMV7|A0A0D9RMV7_CHLSB	tr|A0A0D9RMV7|A0A0D9RMV7_CHLSB
			2	2	2	10.6	10.6	10.6	36.472	0	16.611	4141300	5	2	2	2	NaN	1	0	0	1	0	1	2	0	0	0	0	0	1	0	1	2	0	0	0	0	0	1	0	1	2	0	0	0	339	339	0	0	1831800	0	1489300	820200	0	0	0	13.2774058361621	10.9295241213457	13.5066794895984	10.1175395882153	12.769693236364	12.9050860987618	11.8343909569812	12.247828891883	12.9007671687756	tr|A0A0D9RMV9|A0A0D9RMV9_CHLSB	tr|A0A0D9RMV9|A0A0D9RMV9_CHLSB
			23	23	23	29.1	29.1	29.1	113.25	0	217.1	52116000	41	NaN	NaN	NaN	NaN	2	4	8	11	11	22	4	0	0	2	4	8	11	11	22	4	0	0	2	4	8	11	11	22	4	0	0	2	1042	NaN	124960	1053000	4814500	4145900	38632000	3082900	0	0	263240	17.0936238847374	16.5723893694209	17.2473898135911	18.1329013148895	17.9501457751108	17.0417446979055	12.2711808246553	11.15338526315	16.6626127492508	tr|A0A0D9RMX2|A0A0D9RMX2_CHLSB;tr|A0A0D9RP96|A0A0D9RP96_CHLSB	tr|A0A0D9RMX2|A0A0D9RMX2_CHLSB
			9	9	9	30.9	30.9	30.9	60.999	0	72.712	22445000	15	9	9	9	NaN	1	0	3	3	5	9	0	0	0	0	0	3	3	5	9	0	0	0	0	0	3	3	5	9	0	0	0	0	557	557	0	1430100	5355600	804770	14854000	0	0	0	0	9.71261503969734	16.6321148210117	16.7095415844448	14.940634772121	16.174652655335	10.7828937392106	11.6685103735373	12.0760214880161	12.200816719897	tr|A0A0D9RMZ0|A0A0D9RMZ0_CHLSB	tr|A0A0D9RMZ0|A0A0D9RMZ0_CHLSB
			3	3	1	12.9	12.9	6.7	37.076	0	18.554	2578200	2	3	3	1	NaN	1	0	0	2	1	2	1	0	0	1	0	0	2	1	2	1	0	0	1	0	0	1	0	0	0	0	0	0	326	326	0	0	476150	228390	1527100	324900	0	0	21665	10.2164886786866	10.0260091524758	13.1815405269222	13.2198642835768	13.1260752535088	11.9216550107851	11.5784343394633	12.8851564225442	14.2806982856409	tr|A0A0D9RN32|A0A0D9RN32_CHLSB	tr|A0A0D9RN32|A0A0D9RN32_CHLSB
			12	12	12	6.3	6.3	6.3	274.67	0	78.393	9473400	14	12	12	12	NaN	1	1	3	5	5	11	6	0	1	0	1	3	5	5	11	6	0	1	0	1	3	5	5	11	6	0	1	0	2364	2364	111350	286750	1301800	511110	5762000	1483200	0	17332	0	15.8176582293327	14.1622339581496	14.8623467747841	15.4924165390398	16.1956221195982	16.1007444572874	13.6143933426602	14.8676165904476	12.4809550985148	tr|A0A0D9RN38|A0A0D9RN38_CHLSB	tr|A0A0D9RN38|A0A0D9RN38_CHLSB
			12	12	12	5.9	5.9	5.9	273.6	0	75.335	15924000	24	12	12	12	NaN	1	2	8	9	6	11	3	1	0	1	2	8	9	6	11	3	1	0	1	2	8	9	6	11	3	1	0	1	2335	2335	68334	1553000	4070900	768230	8131000	1247300	60062	0	25176	16.2055641835245	18.0739427941158	19.1587921040811	17.0537774310244	17.8951018795739	16.4409340355339	16.0816914721019	11.1666778969605	15.4547169771712	tr|A0A0D9RN81|A0A0D9RN81_CHLSB	tr|A0A0D9RN81|A0A0D9RN81_CHLSB
			1	1	1	2.6	2.6	2.6	59.802	0.003314	6.747	375950	1	1	1	1	NaN	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	532	532	0	0	0	0	375950	0	0	0	0	12.761018743494	10.9857466308197	8.56431109800801	9.70975638525976	11.1892686189289	11.9201183331115	12.7046230430288	12.3208107589253	13.2075008705443	tr|A0A0D9RN83|A0A0D9RN83_CHLSB	tr|A0A0D9RN83|A0A0D9RN83_CHLSB
			2	2	2	5.9	5.9	5.9	51.685	0.0019011	11.316	0	2	2	2	2	NaN	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	474	474	0	0	0	0	0	0	0	0	0	10.6627760162723	10.5791242509927	8.71478610703429	10.5296736918051	10.911409948919	10.0468531078043	12.775148290481	12.7853575546886	13.250648424325	tr|A0A0D9RN92|A0A0D9RN92_CHLSB	tr|A0A0D9RN92|A0A0D9RN92_CHLSB
			7	7	7	13	13	13	90.953	0	59.57	8377200	12	NaN	NaN	NaN	NaN	2	0	4	6	1	7	0	0	0	0	0	4	6	1	7	0	0	0	0	0	4	6	1	7	0	0	0	0	767	NaN	0	404680	1002700	306170	6663700	0	0	0	0	11.417753180074	15.7471702287672	15.8311587700151	14.9809428351295	15.7733710497929	10.4938621681509	13.095797884288	12.1639270591228	11.4805311059098	tr|A0A0D9RN94|A0A0D9RN94_CHLSB;tr|A0A0D9R9S1|A0A0D9R9S1_CHLSB	tr|A0A0D9RN94|A0A0D9RN94_CHLSB
